Tract,CALI
V1,-0.9900295030318597
V2,-0.9900295030318599
V3,-0.9900295030317986
V4,-0.9900295030318574
V5,-0.9900295030318602
V6,-0.9900295030318594
V7,-0.9900295030318599
V8,-0.9900295030219756
V9,-0.9900295030318595
V10,-0.9900295030317895
V11,-0.9900295030318592
V12,-0.9900295030318591
V13,-0.9900295030318603
V14,-0.9900295030318597
V15,-0.9900295030318499
V16,-0.9900295030307797
V17,-0.9900295030318598
V18,-0.9900295030318595
V19,-0.9900294550127163
whole GM,200.9336986512917
