Tract,CALI
V1,-0.42501753526381525
V2,-0.4250175352638006
V3,-0.42501753526377617
V4,-0.4250175352637774
V5,-0.42501753526381814
V6,-0.42501753526381203
V7,-0.4250175352637705
V8,-0.425017535264829
V9,-0.4250175352638025
V10,-0.42501753526379005
V11,-0.42501753526380315
V12,-0.42501753526382213
V13,-0.4250175352637746
V14,-0.4250175352637785
V15,-0.4250175352638027
V16,-0.4250175352637774
V17,-0.4250175352637955
V18,-0.4250175352638139
V19,-0.425017536522329
whole GM,225.68157532497466
